Kpx,Kpa,Kda,MaxAngle, Overshoot, J
96.894515,0.000000,0.000342,1.476030,0.000000,3564.646729
0.000000,0.000000,0.950680,0.648407,0.000000,3617.157042
90.681547,0.000000,0.000045,0.215232,0.000000,3602.860497
3.539210,0.000000,0.001815,0.273117,0.000000,3598.424430
0.000000,0.000000,0.000422,0.055722,0.000000,3608.187631
100.000000,100.000000,0.245238,22.104901,17.150961,85.447377
7.944691,11.171779,0.000000,8.476789,50.102515,87.504142
49.356468,56.200107,0.004407,22.104901,17.139214,74.220267
54.464721,7.596307,1.276389,20.662006,10.985653,49.190124
50.721578,19.066773,0.105834,22.104901,18.017715,71.705348
0.000000,28.928639,1.664930,1.116918,0.000000,3569.528989
31.892301,1.150090,0.000679,21.497681,22.512572,65.941448
83.889874,16.794091,0.813949,22.104901,17.620840,76.148883
4.109360,86.941114,0.239100,4.986197,23.855886,79.473727
53.696697,0.000000,1.213700,4.986197,0.000000,3267.093986
68.621374,0.000000,0.002334,4.536611,0.000000,3432.310555
0.000000,41.520958,1.734982,0.923647,0.000000,3628.147810
36.245578,0.000000,0.001343,1.989166,0.000000,3537.600071
0.000000,5.140072,0.470716,0.916653,0.000000,3576.213041
50.826993,0.000000,0.001432,2.845756,0.000000,3506.542062
30.750012,11.717126,0.206319,20.788804,23.222180,65.824479
0.000000,0.000000,0.000426,0.055724,0.000000,3608.187621
21.769992,99.915975,0.960885,16.785560,24.910233,62.742782
100.000000,36.328533,1.081862,22.104901,17.849096,87.040525
6.746729,0.000000,0.003345,0.795747,0.000000,3573.495533
100.000000,5.255762,0.163033,22.104901,18.264024,92.801002
0.000000,1.461820,0.000000,0.286351,0.000000,3604.183014
5.299421,0.000000,0.002320,0.473252,0.000000,3589.468342
21.286172,0.000000,0.002521,1.993363,0.000000,3527.953232
100.000000,0.000000,0.001625,4.839664,0.000000,3433.920249
99.658547,0.000000,0.093195,6.066009,0.000000,3156.848135
18.664654,0.000000,0.000724,0.590440,0.000000,3589.194021
33.979847,0.000000,0.001549,2.112750,0.000000,3531.272281
41.216536,0.000000,0.321666,4.986197,0.000000,3131.243748
11.976464,0.000000,0.001281,0.637076,0.000000,3585.610233
47.489950,0.000000,0.001978,3.383041,0.000000,3480.184345
99.518957,3.839363,0.654227,22.104901,10.636294,56.891228
2.513276,0.000000,0.002050,0.221502,0.000000,3600.299093
0.000000,0.000000,0.002736,0.055741,0.000000,3608.191937
