Time,Signal,ExpEnvelope,LinEnvelope
1.5,-0.0900012103889863,0.518133771878251,0.466563539546462
1.51,-0.101383464239837,0.517516092996999,0.466454524104881
1.52,-0.114371491157347,0.516899150464584,0.4663455086633
1.53,-0.129576421913909,0.516282943403188,0.466236493221718
1.54,-0.147313053427213,0.51566747093604,0.466127477780137
1.55,-0.167557552413235,0.515052732187413,0.466018462338556
1.56,-0.190040876468563,0.514438726282625,0.465909446896974
1.57,-0.214338201477618,0.513825452348037,0.465800431455393
1.58,-0.239905008657858,0.51321290951105,0.465691416013812
1.59,-0.26610682995086,0.512601096900106,0.46558240057223
1.6,-0.292291878468073,0.511990013644687,0.465473385130649
1.61,-0.317874727424636,0.511379658875312,0.465364369689068
1.62,-0.342385367730678,0.510770031723536,0.465255354247487
1.63,-0.365491085090671,0.51016113132195,0.465146338805905
1.64,-0.386978990489344,0.509552956804178,0.465037323364324
1.65,-0.406691451516192,0.508945507304879,0.464928307922743
1.66,-0.424477441343606,0.508338781959742,0.464819292481161
1.67,-0.440197517131898,0.507732779905485,0.46471027703958
1.68,-0.453746669365592,0.507127500279859,0.464601261597999
1.69,-0.465066234320487,0.506522942221639,0.464492246156417
1.7,-0.47414126336928,0.505919104870628,0.464383230714836
1.71,-0.480981223229336,0.505315987367657,0.464274215273255
1.72,-0.485598287232869,0.504713588854577,0.464165199831674
1.73,-0.488008427729404,0.504111908474264,0.464056184390092
1.74,-0.488243964811367,0.503510945370618,0.463947168948511
1.75,-0.48634045290972,0.502910698688555,0.46383815350693
1.76,-0.48230449289415,0.502311167574014,0.463729138065348
1.77,-0.47610925757976,0.50171235117395,0.463620122623767
1.78,-0.467732078381807,0.501114248636337,0.463511107182186
1.79,-0.457194885446684,0.500516859110163,0.463402091740604
1.8,-0.444572092562536,0.499920181745431,0.463293076299023
1.81,-0.429966228412434,0.499324215693158,0.463184060857442
1.82,-0.413482583974695,0.498728960105371,0.463075045415861
1.83,-0.395236419089875,0.498134414135111,0.462966029974279
1.84,-0.375355889262517,0.497540576936427,0.462857014532698
1.85,-0.353945404568245,0.496947447664375,0.462747999091117
1.86,-0.331070879915063,0.496355025475021,0.462638983649535
1.87,-0.306797829544245,0.495763309525436,0.462529968207954
1.88,-0.281226195397949,0.495172298973695,0.462420952766373
1.89,-0.254478496802578,0.494581992978877,0.462311937324791
1.9,-0.226659906313809,0.493992390701066,0.46220292188321
1.91,-0.197843843495574,0.493403491301343,0.462093906441629
1.92,-0.168090953637519,0.492815293941792,0.461984891000048
1.93,-0.137466431555794,0.492227797785496,0.461875875558466
1.94,-0.106050892039162,0.491641001996534,0.461766860116885
1.95,-0.0739545467708484,0.491054905739982,0.461657844675304
1.96,-0.0413307084856665,0.490469508181913,0.461548829233722
1.97,-0.00837633878038761,0.489884808489392,0.461439813792141
1.98,0.0246889010553461,0.489300805830478,0.46133079835056
1.99,0.057648707779802,0.488717499374221,0.461221782908978
2,0.0903042160205834,0.488134888290664,0.461112767467397
2.01,0.122478031363367,0.487552971750836,0.461003752025816
2.02,0.154009288384272,0.486971748926756,0.460894736584235
2.03,0.184741722302227,0.486391218991431,0.460785721142653
2.04,0.214516304585754,0.485811381118851,0.460676705701072
2.05,0.24318160917162,0.485232234483995,0.460567690259491
2.06,0.270617910822042,0.48465377826282,0.460458674817909
2.07,0.296740715713375,0.484076011632271,0.460349659376328
2.08,0.321464684254897,0.48349893377027,0.460240643934747
2.09,0.344681087306886,0.482922543855721,0.460131628493165
2.1,0.366284784341413,0.482346841068507,0.460022613051584
2.11,0.386190346649913,0.481771824589488,0.459913597610003
2.12,0.404310561402317,0.481197493600499,0.459804582168422
2.13,0.420552110529403,0.480623847284354,0.45969556672684
2.14,0.434838797806667,0.480050884824838,0.459586551285259
2.15,0.447113567139907,0.479478605406711,0.459477535843678
2.16,0.457316146231182,0.478907008215703,0.459368520402096
2.17,0.465389175023531,0.478336092438516,0.459259504960515
2.18,0.471304222665026,0.477765857262823,0.459150489518934
2.19,0.475052164211975,0.477196301877261,0.459041474077352
